variavel;n;v_cramer_mesma_amostra;p_qui_quadrado_sem_ajuste_cluster;menor_frequencia_esperada
Modalidade;949329;0.08969909826642364;0.0;30.850718770837087
Regiao;949329;0.07457961641618784;0.0;1481.8323679146008
TipoDisputa;949329;0.06673540572429278;0.0;1.8294226764377788
TipoEncerramento;949329;0.05424837951245833;0.0;352.99542097628955
TipoLance;949329;0.046691116111085146;0.0;1672.5081041451383
familia_textual_ml;949329;0.03232334568209939;1.0547469689614483e-204;14.63538141150223
grupo_exclusividade_regionalidade;949329;0.04389628651127094;0.0;2007.6250762380587
tipo_lote_calc;949329;0.057771076248719855;0.0;696.7605729941886
